aconcernedvote,@CREWcrew @GOP doesn’t have battle with the WH if they would just Impeach Trump an remove the child loser from offi… https://t.co/b2uyK2IhEQ,-1
wmdou,A Split From Trump Indicates That Flynn Is Moving to Cooperate With Mueller - The New York Times https://t.co/gwXrmESygS,0
wmdou,Newsweek actually thinks this is headline news. https://t.co/IXMHUop6X7,0
LittleBabyCarot,@PrimeZack @Sarah_White_77 @Bjorning16 @Episcopalifem @airbagged @robert42vet @TomiLahren Trump hasnt said one bad… https://t.co/l8UG4QY109,1
LittleBabyCarot,@PrimeZack @Sarah_White_77 @Bjorning16 @Episcopalifem @airbagged @robert42vet @TomiLahren And Trump thinks Putin is a great guy,-1
carmkemm,Trump gets angry warning: Investigate Hillary… or else! #arrest #clinton #clintons https://t.co/pctKVL9Wy9 via @ReadTheHornNews,0
jxjarvix,Idiot Trump is history. Just wearing that hat does not give you super powers. It actually drops your IQ down int… https://t.co/85YQYvlc7z,-1
DeWayneWallace7,@WatchChad See how much powere President Trump has?This person went and got a tattoo a permanent reminder...what a dumb-ass!,-1
PROUDESTMURICAN,@farhip Good Morning Sherlock Holmes!  Your theory of President Trump not authoring (and authorizing) tweets from… https://t.co/V8XwV7eD3i,0
frederickacomb,Can you believe Trump’s disrespect for women the First Amendment and virtually every norm of Western democracy? https://t.co/yDAZRtwvFB,-1
TNNTrueNews,Must Watch! The Real Donald Trump - @realDonaldTrump @DeplorablesShow @ETTalkShow https://t.co/YewqzWlREl,0
hopelessbkwrm,If you're going to post a smug meme about Trump supporters maybe your perfect Trumper-free centrist/liberal family… https://t.co/hzk4f08GGY,0
mimizhusband,@kkfla737 representative democracy is our election plan but we are a republic. in a republic the person sits abov… https://t.co/uaqxUfOITV,0
KenFanboy5,Kenbear is one of the biggest trump supporting swimmers of this century,0
ConnorBelbin,Wait So the same people calling Bush a warmonger for going into the Middle East are roasting Trump for wanting to fix it?,1
PinskyZinsk,RT @AWomanInFresno: @PostRoz @drewharwell The only Trump I wish well is Barron. All the rest... I live for the moment their lives come cras…,-1
AmbroseGier,Bridging the Canyon Across the Holiday Table by TIMOTHY EGAN via NYT https://t.co/ATuO29VIaQ,0
TopFresnoNow,Fresno trends now: Thanksgiving Valley House Turkey Trump. https://t.co/Cb5p4tZQpd,0
imjoegood,I will never embrace Donald Trump  he isn’t my president.,-1
CanisLupus1365,RT @stpeteyontweety: In the Trump house it’s known as Thankstaking,-1
Lawrenced75,@TeaPainUSA Regardless of Flynn only a complete fool remians loyal to Trump no qualifier needed,-1
MAGAMO555,@realDonaldTrump Thank you POTUS Trump,1
saltyhotshawol,RT @stpeteyontweety: In the Trump house it’s known as Thankstaking,-1
CallidusDominus,RT @stpeteyontweety: Fuck Trump      /    🦃 #HappyThanksgiving America,-1
CallidusDominus,RT @stpeteyontweety: In the Trump house it’s known as Thankstaking,-1
ybever11,Families That Trump Cheated Out of Money Come Forward on CNN - https://t.co/BGQg0HVmHc   How about this.....,-1
crazymrschanman,RT @stpeteyontweety: Fuck Trump      /    🦃 #HappyThanksgiving America,-1
5711dawg,We #NeedtoImpeach @RealDonaldTrump. Join me and sign on to @TomSteyer’s petition demanding Congress impeach Trump. https://t.co/Kb8HOqW8ja,-1
Lawrenced75,@mcuban ISPs must be treated as a public utility a digital divide amplifies the wealth gap leaves rural communiti… https://t.co/2XG8vQ3Qif,0
iiiioooo111,RT @stpeteyontweety: I’m  #ThankfulFor Trump........not being my President https://t.co/VScnMWuOj2,-1
stpeteyontweety,Fuck Trump      /    🦃 #HappyThanksgiving America,-1
stpeteyontweety,In the Trump house it’s known as Thankstaking,-1
green4me1807,I liked a @YouTube video https://t.co/XOGPhzqBUD TROUBLE AT DIA AIRPORT--PRAY! TRUMP ISSUES &amp; MORE NEWS!,-1
billm9,RT @keneh_bosom: I liked a @YouTube video https://t.co/BJYuPjDcbN "IT'S ALL A FRAUD!!!" Bernie Sanders' BRILLIANT Takedown of Donald Trump…,0
keneh_bosom,I liked a @YouTube video https://t.co/BJYuPjDcbN "IT'S ALL A FRAUD!!!" Bernie Sanders' BRILLIANT Takedown of Donald Trump &amp; His,0
USAneeds,@LLESGMOMMA @thehill @_Hope2017 LOL...hmmm...funny how sying throwing up in your mouth makes u miss obama. He aint… https://t.co/0WWhylvoMA,0
Ikelaru,RT @stpeteyontweety: Trump’s #Thanksgiving Plans...... https://t.co/QYDT5IWJAM,0
paul_lander,RT @stpeteyontweety: Trump’s #Thanksgiving Plans...... https://t.co/QYDT5IWJAM,0
stpeteyontweety,Trump’s #Thanksgiving Plans...... https://t.co/QYDT5IWJAM,0
TheCreecher1200,I liked a @YouTube video https://t.co/4PHaZYXTQC DONALD TRUMP HOSTAGE RESCUE,0
DizzyDee_K,.@RepJohnFaso This is not right. https://t.co/wTZl4EOX2g,0
HashtagJones1,RT @stpeteyontweety: I’m  #ThankfulFor Trump........not being my President https://t.co/VScnMWuOj2,-1
vivartist14,RT @stpeteyontweety: I’m  #ThankfulFor Trump........not being my President https://t.co/VScnMWuOj2,-1
JohnRobertFinch,Immigrant Aunt of Killed Border Agent Wants Trump's Wall Father Says Agent was Attacked https://t.co/FoN5nO8yvP,0
neopetara,RT @stpeteyontweety: I’m  #ThankfulFor Trump........not being my President https://t.co/VScnMWuOj2,-1
csabq,RT @stpeteyontweety: I’m  #ThankfulFor Trump........not being my President https://t.co/VScnMWuOj2,-1
SadlyCatless,RT @stpeteyontweety: I’m  #ThankfulFor Trump........not being my President https://t.co/VScnMWuOj2,-1
tonystark11268,RT @stpeteyontweety: I’m  #ThankfulFor Trump........not being my President https://t.co/VScnMWuOj2,-1
uptnhrlmb,RT @stpeteyontweety: I’m  #ThankfulFor Trump........not being my President https://t.co/VScnMWuOj2,-1
Pheramuse,RT @stpeteyontweety: I’m  #ThankfulFor Trump........not being my President https://t.co/VScnMWuOj2,-1
Skillzypro,RT @stpeteyontweety: I’m  #ThankfulFor Trump........not being my President https://t.co/VScnMWuOj2,-1
BettyWHmag,RT @stpeteyontweety: I’m  #ThankfulFor Trump........not being my President https://t.co/VScnMWuOj2,-1
HuffPostComedy,RT @stpeteyontweety: I’m  #ThankfulFor Trump........not being my President https://t.co/VScnMWuOj2,-1
charley_ck14,RT @stpeteyontweety: I’m  #ThankfulFor Trump........not being my President https://t.co/VScnMWuOj2,-1
StopEatingBees,RT @stpeteyontweety: I’m  #ThankfulFor Trump........not being my President https://t.co/VScnMWuOj2,-1
viewfrommyoffic,RT @stpeteyontweety: I’m  #ThankfulFor Trump........not being my President https://t.co/VScnMWuOj2,-1
stpeteyontweety,I’m  #ThankfulFor Trump........not being my President https://t.co/VScnMWuOj2,-1
keneh_bosom,Donald Trump Made Millions By Laundering Drug Money · High Times https://t.co/bD5V5enPLf,-1
MuthafukinSlimG,@RealDonad_Trump @foxandfriends @Varneyco Man I like your post but jesus you need to fix your grammer. I mean you… https://t.co/chFjgLrjXs,0
redbird1959,@realDonaldTrump @foxandfriends @Varneyco Ah shit now he’s talking about himself in third person. That President T… https://t.co/CrCOCewS77,-1
HilaryVervers,RT @stpeteyontweety: Trump's going golfing.Well played police outriders......well played indeed. https://t.co/N2BGFCLZYJ,-1
FrankSm93865548,@realDonaldTrump I did vote for Trump and glad I did!No he isn’t perfect! However there was only one perfect!Our… https://t.co/azAfbQnrgQ,1
AllMtnKeith,Inside Trump’s Cruel Campaign Against the U.S.D.A.’s Scientists https://t.co/EwkLGUxtS8,-1
st0rmy1,@MariaTCardona Trump needs to resign along with him!!,-1
Cupcakexx25,RT @stpeteyontweety: Trump's going golfing.Well played police outriders......well played indeed. https://t.co/N2BGFCLZYJ,-1
autistnautilus,RT @stpeteyontweety: Trump's going golfing.Well played police outriders......well played indeed. https://t.co/N2BGFCLZYJ,-1
toogood61,LaVar Ball Does Not Credit Trump for Son's Release After China Arrest https://t.co/NJVFUKAFTI via @BreitbartNews… https://t.co/UCBKe0Fq8E,0
garvangrant,RT @stpeteyontweety: The Trump Tactic of:“I’m going to do something terrible.No I’ve changed my mind.Praise me!” https://t.co/7v0v0rpD4j,-1
MarilynFrenche,RT @stpeteyontweety: The Trump Tactic of:“I’m going to do something terrible.No I’ve changed my mind.Praise me!” https://t.co/7v0v0rpD4j,-1
pjstar,Trump wants to end welfare as Bill Clinton knows it https://t.co/emKlZceZUY,-1
Shelley_Fritz,RT @ralphddavis: If the shoe fits the President...: Trump tweet on Thanksgiving menacingly singles out reporter for calling him racist:…,-1
cathyboothfob,RT @JimInOttawa1235: If President Trump ordered U.S. Marines to invade and liberate the sex slaves on Jeffrey Epstein's "Pedophile Island"…,0
Visitor_11,RT @SaintAngrier: Remember when Trump wouldn’t shake Merkel’s hand? Remember when Obama wire tapped Merkel? Can we all stop pretending the…,0
embryo101,Confirmed: Donald Trump did nothing to get LaVar Ball’s son released from China https://t.co/M7KEpjRxsz via @PalmerReport,1
Clutch_Mat,@ATeamIncorp @realDonaldTrump @SpeakerRyan @SenateMajLdr There we go. You assume I supported Obama was a rational c… https://t.co/pbjqAEEna2,0
_AyeTeezy,Holidays just ain't felt the same since trump got in office 🤷🏾‍♂️💯,-1
Brohanu,Titles of dreams i had:-AlbertCamus.ppt-Trump Takes Luther-The Murder Store-Baha'i Minecraft-Jesus Christ Hedgehog-Phone Sex for Cops,-1
abNormalZac,@FoxNews So literally all @FoxNews news does all day every day with the exception of @ShepNewsTeam is propagate a T… https://t.co/wuv18QlWAE,0
apompa04,@theblaze Why should Trump reply to a low life Has-been?,1
td21241,RT @JimInOttawa1235: If President Trump ordered U.S. Marines to invade and liberate the sex slaves on Jeffrey Epstein's "Pedophile Island"…,0
apompa04,@realDonaldTrump Keep up the great work President Trump!! You are MAGA!!! Glad you are the POTUS!! 👍👍👍,1
ca58native,RT @JimInOttawa1235: If President Trump ordered U.S. Marines to invade and liberate the sex slaves on Jeffrey Epstein's "Pedophile Island"…,0
stephsanola,RT @JodeneRdc: Why is Trump president again? https://t.co/EMo7qQpkBJ,-1
DeplorableBIL,RT @JimInOttawa1235: If President Trump ordered U.S. Marines to invade and liberate the sex slaves on Jeffrey Epstein's "Pedophile Island"…,0
SmalltownAndrew,@Oakahnesky @OpieRadio Well you insulted peoples intelligence by implying that trump is lazy how i took it. Fair po… https://t.co/kCk8Tyz2Mf,-1
SmalltownAndrew,@Oakahnesky @OpieRadio People are accusing trump of being lazy for playing golf while he has sacrificed money tim… https://t.co/9zpDrcVech,1
AsISeeIt14,RT @JimInOttawa1235: If President Trump ordered U.S. Marines to invade and liberate the sex slaves on Jeffrey Epstein's "Pedophile Island"…,0
JoeBaggy71,RT @JimInOttawa1235: If President Trump ordered U.S. Marines to invade and liberate the sex slaves on Jeffrey Epstein's "Pedophile Island"…,0
JodeneRdc,Why is Trump president again? https://t.co/EMo7qQpkBJ,-1
JodeneRdc,Trump’s “It’s all about me” rhetoric is not what US troops want to hear. https://t.co/iXR5FXX5Pi,-1
SmalltownAndrew,@OpieRadio Msm would prefer trump be playing basketball. That would make it just fine,-1
Myinfo941454043,RT @JimInOttawa1235: If President Trump ordered U.S. Marines to invade and liberate the sex slaves on Jeffrey Epstein's "Pedophile Island"…,0
JaneGal00036592,RT @JimInOttawa1235: If President Trump ordered U.S. Marines to invade and liberate the sex slaves on Jeffrey Epstein's "Pedophile Island"…,0
JodeneRdc,@DMA_QTR @markfromhalsey Trump is a president of lawlessness racism and corruption. God had left the building.,-1
JimInOttawa1235,If President Trump ordered U.S. Marines to invade and liberate the sex slaves on Jeffrey Epstein's "Pedophile Islan… https://t.co/e3fhc92Gve,0
JodeneRdc,@GARaineTrueBlue When Trump’s at his personal properties there’s no accountability for what’s going on there. That… https://t.co/gO2TFFrAwG,0
spunkkee,RT @JodeneRdc: Things are moving towards Mueller and away from Trump. Hopefully at some point Trump will be the Big Orange Cheese who sta…,-1
Merri__Magic,RT @JodeneRdc: Things are moving towards Mueller and away from Trump. Hopefully at some point Trump will be the Big Orange Cheese who sta…,-1
ralphddavis,If the shoe fits the President...: Trump tweet on Thanksgiving menacingly singles out reporter for calling him r… https://t.co/RUpZjVX9Ks,-1
JodeneRdc,Things are moving towards Mueller and away from Trump. Hopefully at some point Trump will be the Big Orange Chees… https://t.co/8aE7dom0vQ,-1
lsfarmer311,RT @JodeneRdc: Let’s play the 2017 Trump #TaxReform Game brought to you by Paul Ryan &amp; Sens: “Truth and Consequences.” https://t.co/KcHr2ox…,0
JodeneRdc,Let’s play the 2017 Trump #TaxReform Game brought to you by Paul Ryan &amp; Sens: “Truth and Consequences.”… https://t.co/bhUQXEeGb6,0
Nexus7900,RT @EndFootball: Tampa Bay Receiver Mike Evans Protests National Anthem Because of Trump Victory https://t.co/1QiKIDx325,-1
LibbyOates,RT @JodeneRdc: Will someone please explain this to me? What is the Schiller Institute? Who are the LaRouches and what is  their world philo…,0
EndFootball,Tampa Bay Receiver Mike Evans Protests National Anthem Because of Trump Victory https://t.co/1QiKIDx325,-1
photodave2014,RT @photodave2014: @GOP TRUMP SESSIONS RYAN PENCE ......BYE BYE  ALL OF YOU SHOULD BE HANGED https://t.co/1scJhuoFo8,1
photodave2014,@GOP TRUMP SESSIONS RYAN PENCE ......BYE BYE  ALL OF YOU SHOULD BE HANGED https://t.co/1scJhuoFo8,1
WagonChef,RT @1470WMBD: AP Source: Flynn Breaks With Trump Team On Mueller Probehttps://t.co/Gn2AQyrIIO,0
1470WMBD,AP Source: Flynn Breaks With Trump Team On Mueller Probehttps://t.co/Gn2AQyrIIO,0
Bettie24816,How Trump charms wealthy donors in private — by seeking their advice,0
WakeUpandRiseUp,@skeller85 @kingfish7418 @CrothRoth17 Tell me who “these people” are?  I did not vote for nor do I support Trump.… https://t.co/eHS4lMj8Nb,-1
WakeUpandRiseUp,@skeller85 @kingfish7418 @CrothRoth17 And very few conservatives support Trump.  Many that voted for him don’t supp… https://t.co/l3aWvkT6e7,-1
photodave2014,RT @photodave2014: I wouldn't be surprised if trump is paying these women to speak out against al franken just to get his senate seat none…,-1
photodave2014,I wouldn't be surprised if trump is paying these women to speak out against al franken just to get his senate seat… https://t.co/xeG21iIWzV,-1
benenstein,Obama played golf 333 times during his 8 years as president. Trump has already played gold 75 times in under a year… https://t.co/tPjQwicf0t,-1
SomeUSPerson,@altNOAA I predict that the Trump Organization will ultimately distance itself from Trump. #TeamMueller #MuellerIsComing,-1
Sheckkd,@SethAbramson So @nytimes but by their own misguided reporting is actually towing Trump admin line therefore givi… https://t.co/wCv6pXX5BA,0
Scottra22681199,@MuradieuJ @YFB760 @DiamondandSilk @POTUS @realDonaldTrump It is You my friend eating a chicken leg.okra.and a bott… https://t.co/paBHIYtzIe,-1
hauterodjohnson,@SethAbramson Not sure why journos included it but to me it says to Manafort that pardon might be uncertain if Tru… https://t.co/JP7JMjgiec,0
MelodiaCristina,RT @Jacopo_della_Q: I can already see Trump wishing his supporters an all-White Christmas. https://t.co/2CL6CmBRQX,1
philthatremains,This isn’t about Trump so much as it is Rs v Ds. And it sounds like a good thing to me. https://t.co/hxIfsK3f6H,0
hollye_h,RT @Jacopo_della_Q: I can already see Trump wishing his supporters an all-White Christmas. https://t.co/2CL6CmBRQX,1
willwphoto,The State Department isn't planning to send a high-level delegation with Ivanka Trump during her trip to India next… https://t.co/NpwOzGtByL,0
The_Friebster,@tim_tim573 It’s what he enjoys. And I doubt trump has spent as much as Obama did to go to Hawaii. Don’t. Wanna. Hear. It. #HesYourPresident,1
LadySitheen,RT @Jacopo_della_Q: I can already see Trump wishing his supporters an all-White Christmas. https://t.co/2CL6CmBRQX,1
nicholaslue,@NPR Wonderful metaphor for the Trump administration thus far,1
Lynda555E,Law And Order: SVU is doing a Weinstein episode still hasn't aired its Trump episode https://t.co/NPhEgFTzxW via @theavclub,0
nonnie_to_5,RT @KBrocking: Joy Villa was probably paid by Soros to con Trump supporters. She's up to something and it isn't good. https://t.co/JpUvpOdL…,0
Sinclair1182,RT @Jacopo_della_Q: I can already see Trump wishing his supporters an all-White Christmas. https://t.co/2CL6CmBRQX,1
Bob_Stannard,@BurkhillKathryn @QueenElisabeth @realDonaldTrump Trump has done nothing more than play golf. He’s not passed one s… https://t.co/sMnvTVyubV,-1
Jacopo_della_Q,I can already see Trump wishing his supporters an all-White Christmas. https://t.co/2CL6CmBRQX,1
mikeclauss,Trump (and conservatives) after mass shooting in America:Thoughts and prayers no politics no possible solutions… https://t.co/weJ44tnPQ5,-1
MattLavallee16,it must be incredible to have a real leadertrump just tries to blast Lavar Ball via twitter n complains about foo… https://t.co/NlhjSFyFYZ,-1
willwphoto,The 13 most bizarre lines in President Trump's Thanksgiving speech | Analysis by CillizzaCNN https://t.co/CBEvfLtJNz https://t.co/Sa0FN3UV73,-1
Scott_Domine,Trump is meeting the president of Egypt &amp; tweets his condolences to them after a terror attack and people still find something wrong with it,1
willwphoto,President Trump spent part of his Friday in Florida golfing with Tiger Woods and Dustin Johnson who is currently t… https://t.co/VGUwtWap6q,0
ChrisPrice1101,Sharing more fake news😂 Boy do they wish this was fake.https://t.co/YBFov7MY6d,0
Trojan_Borscht,Better headline: Trump supporters are super racist can't tell one black person from another https://t.co/6GOqCI2o0w,0
JimWeeder,NYC Times Square lights up with Trump’s face and a message to the world: IMPEACH https://t.co/5UuNG7bMiT,0
northassoc,As the talks drag on U.S. President Donald Trump's threats to withdraw from NAFTA become more and more realistic |… https://t.co/qgixpLMa5J,0
nInvncbleSummer,@realDonaldTrump Egypt isn't in your idiotic travel ban. Nor is Saudi Arabia despite the fact that the majority of… https://t.co/kdjX9kL6xn,-1
SpartanLineage,@perlmutations I am an #Oathkeeper &amp; would bleed to keep the stripes red. I am happy to serve my country &amp; take ord… https://t.co/7GZh1nCNZm,1
willwphoto,Michael Flynn's lawyers have told other defense lawyers in the ongoing Russia probe including President Trump's le… https://t.co/uD6A9xRNkk,0
tpotts719,https://t.co/A1hL0MNNcUPresident Donald Trump said Monday that the agents had been "brutally attacked." When asked… https://t.co/0I3ANVwi6f,0
davewgcook,@bilbalbag @freespirited_p @theresa_may @RoyalFamily The problem with elections is that whoever is elected would be… https://t.co/wjDf18Yu0A,0
thewisefoolHHH,@samesmail As a fellow Egyptian-American filmmaker who also despises Trump these are my sentiments exactly. You go Sam!,-1
billscher,@Doug24Seven @lisskron @politico @POLITICOMag @nikkihaley I included Tulsi in a 2020 piece I did a few months ago… https://t.co/Mdhsp0mdmM,0
MA160,RT @RuralVotes: Wave of bad reviews for corporate tax bills in Congress exposes major flaws in GOP plan  https://t.co/bjfQPWyBxL #RuralEcon…,0
mjgon64,Here's your leftover turkey: @MathewRozsa:The candidate we need in 2020 is Hillary Clinton.Rozsa is smoking crack… https://t.co/LNeJNV4ybv,0
RuthSorbello,RT @about_scout: @JuliaDavisNews Trump:- Defends Putin and attacks America in interviews - Gives Russia confidential Intel that risks the…,0
leahemoss09,RT @RuralVotes: Wave of bad reviews for corporate tax bills in Congress exposes major flaws in GOP plan  https://t.co/bjfQPWyBxL #RuralEcon…,0
Mo_An2016,RT @KBrocking: Joy Villa was probably paid by Soros to con Trump supporters. She's up to something and it isn't good. https://t.co/JpUvpOdL…,0
TC_Doeeee,RT @_buckets_5: You buggin Our president is Donald trump 🤦🏾‍♂️ https://t.co/rgoEH95mP1,1
sharen_eappi,Sickening: Trump’s allowing hunters to murder elephants and import their heads as gory trophies. Let's stop him! https://t.co/vSswknK1s5,-1
cmburbank,@kylegriffin1 Heartbreaking. Welcome to Trump’s America.,1
dostert_michele,RT @RuralVotes: Wave of bad reviews for corporate tax bills in Congress exposes major flaws in GOP plan  https://t.co/bjfQPWyBxL #RuralEcon…,0
billscher,@Doug24Seven @lisskron @politico @POLITICOMag @nikkihaley If there was any evidence that disgust with Trump's misog… https://t.co/ZnrEmJh9hh,0
ChrisKosowski1,@KeithOlbermann @realDonaldTrump Well now we know that Tiger Woods is a fucking sellout! How he can even think of p… https://t.co/zTFfhnj0xO,0
KarenCotter15,RT @znvalentine: @realDonaldTrump @Rightwingmadman President Trump's credibility and support has been skyrocketing. Every lie and liberal c…,1
ChrisKosowski1,@ColMorrisDavis @realDonaldTrump @Morning_Joe Nobody disrespects our flag more than Trump and the GOP! The attacks… https://t.co/Z5ReQChE8Q,-1
waltkirspel,RT @RuralVotes: Wave of bad reviews for corporate tax bills in Congress exposes major flaws in GOP plan  https://t.co/bjfQPWyBxL #RuralEcon…,0
rblanchard0594,They're going up because Trump slashed funding and gutted the program through executive actions. Now he's implying… https://t.co/kswbB05Jsp,-1
